"incomec","distc","distc2","agec","MARRIEDc","kidsc","totalvisit"
-0.715017129223575,0.918998148009857,0.844557596045547,-0.46329680092828,-1.90826218230262,0.373778987801888,1
0.823970698251483,1.02408392042605,1.04874787607518,-0.780245394571875,0.523867524078129,0.373778987801888,1
-1.56146043433486,1.19484830060235,1.42766246145233,1.43839476093328,-1.90826218230262,-0.691405003242755,1
-1.56146043433486,1.01751605965003,1.03533893164573,-1.73109117550266,0.523867524078129,-0.691405003242755,1
-1.02281469471859,1.10289824973819,1.21638454927556,1.43839476093328,0.523867524078129,-0.691405003242755,1
-1.21518817315297,0.96497317344194,0.931173225462608,0.487548980002501,0.523867524078129,-0.691405003242755,2
-0.330270172354811,0.96497317344194,0.931173225462608,0.385804359592614,0.523867524078129,-0.691405003242755,1
-0.715017129223575,1.00766426848602,1.01538727798346,-0.687829172195303,-1.90826218230262,0.373778987801888,1
0.0544767845139538,0.997812477321999,0.995629739899465,0.0914174728202956,0.523867524078129,-0.691405003242755,1
-0.715017129223575,0.869739192189768,0.75644626243091,-1.42759283018617,0.523867524078129,1.43896297884653,1
-0.330270172354811,1.18171257905033,1.39644461948578,1.67616044103826,0.523867524078129,-0.691405003242755,1
0.823970698251483,0.0323369432482587,0.0010456778986411,-0.780245394571875,0.523867524078129,0.373778987801888,1
-1.02281469471859,3.93036231381129,15.447747917828,1.35921184739467,0.523867524078129,-0.691405003242755,1
2.17058504729216,-0.9988171985856,0.997635796190386,0.0122345592816838,0.523867524078129,-0.691405003242755,4
0.823970698251483,-0.470104406116647,0.220998152650285,-1.03753562870008,0.523867524078129,0.373778987801888,1
0.0544767845139538,1.06677501547012,1.13800893363128,0.646131746568872,0.523867524078129,-0.691405003242755,1
2.17058504729216,0.748233767833549,0.559853771326389,0.190341879871273,0.523867524078129,-0.691405003242755,2
-0.715017129223575,1.13573755361825,1.28989979069876,0.408366066463889,0.523867524078129,-0.691405003242755,1
2.17058504729216,1.07334287624614,1.15206492998833,0.804497573646095,0.523867524078129,-0.691405003242755,1
-1.21518817315297,1.16857685749831,1.36557187188062,1.67616044103826,-1.90826218230262,0.373778987801888,1
0.0544767845139538,1.2736626299145,1.62221649484071,0.0846923486567422,0.523867524078129,-0.691405003242755,3
-1.02281469471859,1.30978586418256,1.71553901001246,1.12144616728969,0.523867524078129,-0.691405003242755,1
0.823970698251483,-0.860892122289351,0.741135246219864,-0.681320987520896,0.523867524078129,0.373778987801888,1
-0.715017129223575,3.3294030528062,11.0849246880353,-0.701062481033263,0.523867524078129,1.43896297884653,5
-0.715017129223575,4.13724992825566,17.1168369688514,-0.30471403436191,0.523867524078129,-0.691405003242755,3
-0.330270172354811,0.314754956616768,0.0990706827148232,-2.36498836278984,-1.90826218230262,1.43896297884653,1
0.823970698251483,2.3869150314485,5.69736336735481,-0.701062481033263,0.523867524078129,4.63451495198046,1
-1.02281469471859,0.87630705296578,0.76791405107757,-0.225531120823299,0.523867524078129,-0.691405003242755,1
-0.715017129223575,0.380433564376886,0.144729696904502,1.83452626811549,0.523867524078129,0.373778987801888,2
0.0544767845139538,0.173545949932513,0.0301181967379784,0.348924646437644,0.523867524078129,-0.691405003242755,1
-0.330270172354811,0.12757092450043,0.0162743407778945,0.566731893541113,-1.90826218230262,-0.691405003242755,1
